model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
gemma,mlc_084__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_075__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_097__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_053__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_086__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"{""labels"": [""finance"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_094__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_079__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_067__bounded__length_stress,multi_label_classification,bounded,length_stress,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_097__bounded__length_stress,multi_label_classification,bounded,length_stress,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_096__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"{""labels"": [""finance"", ""health"", ""sports"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_079__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_055__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_093__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_075__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_088__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_088__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_081__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_075__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
gemma,mlc_096__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""finance"", ""health"", ""politics"", ""sports"", ""tech""]} 


Let us unveil the tapestry of labels most fitting for this discourse, a veritable symphony of categorization!  Finance, Health, Politics, Sports, and Technology, these are the threads that weave together the very fabric of this tale",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
gemma,rbt_154__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""IDs copies call""}",{'text': 'IDs copies call'},"{'text': 'for Carla Gomez: Bring 3 IDs, 12 copies, and call Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_192__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""Status update bruno rossi lisbon 3 forms filed 12 pending""}",{'text': 'Status update bruno rossi lisbon 3 forms filed 12 pending'},{'text': 'Status update  Bruno RossiLisbon 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
gemma,rbt_150__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""check list for david lee: bring 3 ids, 12 copies, and call athens.""}","{'text': 'check list for david lee: bring 3 ids, 12 copies, and call athens.'}","{'text': 'checklist for david lee: bring 3 ids, 12 copies, and call athens.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_180__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""David Lee\"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!""}","{'text': 'David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}","{'text': '""David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}",True,,wrong_answer,wrong_answer,
gemma,rbt_176__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"{""text"": ""Carla Gomez said pack 3 cables 12 adapters and re check Lisbon""}",{'text': 'Carla Gomez said pack 3 cables 12 adapters and re check Lisbon'},{'text': 'Carla Gomez said pack 3 cables 12 adapters and recheck Lisbon'},True,,wrong_answer,wrong_answer,
gemma,rbt_171__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"*  {""text"": ""bring pens map""}",,"{'text': 'bring 3 12 pens, and a map to Prague.'}",False,invalid_json,invalid_json,invalid_json,
gemma,rbt_176__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,DONE,,{'text': 'Carla Gomez said pack 3 cables 12 adapters and recheck Lisbon'},False,invalid_json,invalid_json,invalid_json,
gemma,rbt_171__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,"* {""text"": ""bring  pens map Prague""}",,"{'text': 'bring 3 12 pens, and a map to Prague.'}",False,invalid_json,invalid_json,invalid_json,
gemma,rbt_151__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,"{""text"": ""mira crossed the narrow courtyard just as the last light caught the windows above the stairwell. someone had left a chair near the fountain, tilted slightly as though the conversation had ended in a hurry.""}","{'text': 'mira crossed the narrow courtyard just as the last light caught the windows above the stairwell. someone had left a chair near the fountain, tilted slightly as though the conversation had ended in a hurry.'}","{'text': 'checklist for hassan ali: bring 3 ids, 12 copies, and call paris.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_192__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,"{""text"": ""Status update bruno rossi lisbon 3 forms filed 12 pending""}",{'text': 'Status update bruno rossi lisbon 3 forms filed 12 pending'},{'text': 'Status update  Bruno RossiLisbon 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
gemma,rbt_177__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,"{""text"": ""Giulia Conti said pack 3 cables 12 adapters and recheck Dublin Cartography developed through a mixture of practical measurement and cultural interpretation Maps often reveal political priorities as well as geographic knowledge""}",{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin Cartography developed through a mixture of practical measurement and cultural interpretation Maps often reveal political priorities as well as geographic knowledge'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
gemma,rbt_171__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,"{""text"": ""bring 3 pens map""}",{'text': 'bring 3 pens map'},"{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_154__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"{""text"": ""CHECKLIST Carla Gomez: IDs copies call""}",{'text': 'CHECKLIST Carla Gomez: IDs copies call'},"{'text': 'for Carla Gomez: Bring 3 IDs, 12 copies, and call Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_193__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"{""text"": ""Status update Farah KhanDublin 3 forms filed 12 pending""}",{'text': 'Status update Farah KhanDublin 3 forms filed 12 pending'},{'text': 'Status update  Farah KhanDublin 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
gemma,rbt_171__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""Reminder: bring  pens,  map to Prague.""}","{'text': 'Reminder: bring  pens,  map to Prague.'}","{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_185__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""The new packaging looks better but the instructions inside are harder to read because the print is smaller I also noticed the box corners bend more easily in transit I pasted the material first Hassan Ali bought 3 books and 12 snacks in Dublin yesterday""}",{'text': 'The new packaging looks better but the instructions inside are harder to read because the print is smaller I also noticed the box corners bend more easily in transit I pasted the material first Hassan Ali bought 3 books and 12 snacks in Dublin yesterday'},{'text': 'Hassan Ali bought 3 books and 12 snacks in Dublin yesterday'},True,,wrong_answer,wrong_answer,
gemma,rbt_154__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""IDs copies call""}",{'text': 'IDs copies call'},"{'text': 'for Carla Gomez: Bring 3 IDs, 12 copies, and call Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_192__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""Status update Bruno RossiLisbon 3 forms filed 12 pending""}",{'text': 'Status update Bruno RossiLisbon 3 forms filed 12 pending'},{'text': 'Status update  Bruno RossiLisbon 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
gemma,rbt_175__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""farah khan said: pack 3 cables, 12 adapters, and re-check athens!""}","{'text': 'farah khan said: pack 3 cables, 12 adapters, and re-check athens!'}","{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",True,,wrong_answer,wrong_answer,
gemma,rbt_169__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""Reminder bring 3 tickets 12 pens and a map to Lisbon The retry counter increments only after a failed network call Local parsing errors are reported immediately and do not consume additional retry attempts""}",{'text': 'Reminder bring 3 tickets 12 pens and a map to Lisbon The retry counter increments only after a failed network call Local parsing errors are reported immediately and do not consume additional retry attempts'},{'text': 'Reminder bring 3 tickets 12 pens and a map to Lisbon'},True,,wrong_answer,wrong_answer,
gemma,rbt_154__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""CHECKLIST for IDs copies call""}",{'text': 'CHECKLIST for IDs copies call'},"{'text': 'for Carla Gomez: Bring 3 IDs, 12 copies, and call Prague.'}",True,,wrong_answer,wrong_answer,
gemma,rbt_193__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""Status update farah khan dublin 3 forms filed 12 pending""}",{'text': 'Status update farah khan dublin 3 forms filed 12 pending'},{'text': 'Status update  Farah KhanDublin 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
gemma,rbt_186__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""Bruno Rossi bought books snacks Berlin""}",{'text': 'Bruno Rossi bought books snacks Berlin'},{'text': 'Bruno Rossi bought 3 books and 12 snacks in Berlin'},True,,wrong_answer,wrong_answer,
gemma,rbt_175__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""from: lena\nsubject: draft budget notes\nthe latest draft still has duplicate lines for travel reimbursement and a missing note about equipment rental. i also think the workshop estimate should be split into venue, printing, and local transport.\nfrom: omar\nsubject: re: draft budget notes\ni noticed the same issue. the line items are there, but they are grouped under the wrong header, which makes the comparison table harder to read. i will fix the structure after lunch.\nfrom: lena\nsubject: re: draft budget notes\nthanks. once the",,"{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",False,invalid_json,invalid_json,invalid_json,
